Tec-9,破损不堪,纪念品,38063,Tec-9（纪念品） | 核子威慑,1,28887.5,652.79,0.02,2024-06-17
Tec-9,久经沙场,StatTrak™,763316,Tec-9（StatTrak™） | 破铜烂铁,306,0.78,1.16,1.49,2024-06-20
Tec-9,久经沙场,StatTrak™,921522,Tec-9（StatTrak™） | 叛逆,280,0.73,1.09,1.49,2024-06-20
Tec-9,破损不堪,StatTrak™,763398,Tec-9（StatTrak™） | 破铜烂铁,64,0.71,0.94,1.32,2024-06-20
Tec-9,略有磨损,普通,41984,Tec-9 | 碎蛋白石,133,0.68,1.02,1.5,2024-06-20
Tec-9,破损不堪,StatTrak™,39633,Tec-9（StatTrak™） | 碎蛋白石,80,0.65,1.02,1.57,2024-06-20
Tec-9,战痕累累,StatTrak™,39629,Tec-9（StatTrak™） | 碎蛋白石,56,0.64,1.02,1.59,2024-06-20
Tec-9,略有磨损,普通,42062,Tec-9 | 多变迷彩,389,0.62,0.87,1.4,2024-06-20
Tec-9,略有磨损,普通,921448,Tec-9 | 叛逆,550,0.6,1.02,1.7,2024-06-20
Tec-9,破损不堪,普通,956564,Tec-9 | 渣渣,120,0.57,0.73,1.28,2024-06-20
Tec-9,战痕累累,StatTrak™,763368,Tec-9（StatTrak™） | 破铜烂铁,397,0.55,0.87,1.58,2024-06-20
Tec-9,久经沙场,普通,956465,Tec-9 | 渣渣,463,0.53,0.8,1.51,2024-06-20
Tec-9,破损不堪,StatTrak™,921477,Tec-9（StatTrak™） | 叛逆,102,0.54,0.8,1.48,2024-06-20
Tec-9,战痕累累,StatTrak™,921514,Tec-9（StatTrak™） | 叛逆,129,0.52,0.8,1.54,2024-06-20
Tec-9,久经沙场,普通,42031,Tec-9 | 晶红石英,619,0.48,0.65,1.35,2024-06-20
Tec-9,战痕累累,普通,956515,Tec-9 | 渣渣,136,0.46,0.65,1.41,2024-06-20
Tec-9,略有磨损,普通,42032,Tec-9 | 晶红石英,984,0.43,0.65,1.51,2024-06-20
Tec-9,崭新出厂,普通,42030,Tec-9 | 晶红石英,1961,0.43,0.65,1.51,2024-06-20
Tec-9,久经沙场,普通,41983,Tec-9 | 碎蛋白石,374,0.44,0.58,1.32,2024-06-20
Tec-9,久经沙场,普通,763244,Tec-9 | 破铜烂铁,709,0.43,0.73,1.7,2024-06-20
Tec-9,久经沙场,普通,42061,Tec-9 | 多变迷彩,441,0.42,0.65,1.55,2024-06-20
Tec-9,破损不堪,普通,763268,Tec-9 | 破铜烂铁,61,0.35,0.65,1.86,2024-06-20
Tec-9,破损不堪,普通,42063,Tec-9 | 多变迷彩,39,0.34,0.58,1.71,2024-06-20
Tec-9,久经沙场,普通,921427,Tec-9 | 叛逆,1140,0.31,0.51,1.65,2024-06-20
Tec-9,战痕累累,普通,763249,Tec-9 | 破铜烂铁,302,0.3,0.51,1.7,2024-06-20
Tec-9,破损不堪,普通,41985,Tec-9 | 碎蛋白石,154,0.27,0.58,2.15,2024-06-20
Tec-9,战痕累累,普通,41981,Tec-9 | 碎蛋白石,88,0.25,0.58,2.32,2024-06-20
Tec-9,战痕累累,普通,42059,Tec-9 | 多变迷彩,70,0.21,0.44,2.1,2024-06-20
Tec-9,战痕累累,普通,921473,Tec-9 | 叛逆,333,0.18,0.44,2.44,2024-06-20
Tec-9,破损不堪,普通,921441,Tec-9 | 叛逆,474,0.18,0.44,2.44,2024-06-20
Tec-9,崭新出厂,普通,41961,Tec-9 | 陆军网格,937,0.1,0.29,2.9,2024-06-20
Tec-9,略有磨损,普通,42057,Tec-9 | 都市 DDPAT,426,0.07,0.29,4.14,2024-06-20
Tec-9,久经沙场,普通,42056,Tec-9 | 都市 DDPAT,862,0.06,0.29,4.83,2024-06-20
Tec-9,破损不堪,普通,42058,Tec-9 | 都市 DDPAT,108,0.05,0.22,4.4,2024-06-20
Tec-9,略有磨损,普通,41963,Tec-9 | 陆军网格,925,0.05,0.22,4.4,2024-06-20
Tec-9,略有磨损,普通,41999,Tec-9 | 地下水,1177,0.04,0.22,5.5,2024-06-20
Tec-9,战痕累累,普通,42054,Tec-9 | 都市 DDPAT,147,0.04,0.22,5.5,2024-06-20
Tec-9,破损不堪,普通,42000,Tec-9 | 地下水,192,0.03,0.22,7.33,2024-06-20
Tec-9,战痕累累,普通,41960,Tec-9 | 陆军网格,197,0.03,0.22,7.33,2024-06-20
Tec-9,久经沙场,普通,41998,Tec-9 | 地下水,4001,0.03,0.22,7.33,2024-06-20
Tec-9,战痕累累,普通,41996,Tec-9 | 地下水,344,0.03,0.22,7.33,2024-06-20
Tec-9,破损不堪,普通,41964,Tec-9 | 陆军网格,72,0.03,0.22,7.33,2024-06-20
Tec-9,久经沙场,普通,41962,Tec-9 | 陆军网格,1300,0.03,0.22,7.33,2024-06-20
Tec-9,略有磨损,StatTrak™,921556,Tec-9（StatTrak™） | 叛逆,244,1.7,2.47,1.45,2024-06-20
Tec-9,战痕累累,普通,781563,Tec-9 | 兄弟连,478,1.68,2.1,1.25,2024-06-20
Tec-9,破损不堪,StatTrak™,759319,Tec-9（StatTrak™） | 蛇-9,29,1.68,1.89,1.12,2024-06-20
Tec-9,破损不堪,StatTrak™,39648,Tec-9（StatTrak™） | 冰冠,24,1.65,2.25,1.36,2024-06-20
Tec-9,略有磨损,普通,759196,Tec-9 | 蛇-9,133,1.62,2.03,1.25,2024-06-20
Tec-9,略有磨损,普通,42008,Tec-9 | 冰冠,1008,1.47,2.18,1.48,2024-06-20
Tec-9,久经沙场,StatTrak™,39646,Tec-9（StatTrak™） | 冰冠,459,1.43,2.03,1.42,2024-06-20
Tec-9,久经沙场,StatTrak™,956504,Tec-9（StatTrak™） | 渣渣,240,1.38,1.89,1.37,2024-06-20
Tec-9,崭新出厂,普通,921492,Tec-9 | 叛逆,341,1.31,1.89,1.44,2024-06-20
Tec-9,破损不堪,StatTrak™,956542,Tec-9（StatTrak™） | 渣渣,83,1.29,1.52,1.18,2024-06-20
Tec-9,战痕累累,StatTrak™,773725,Tec-9（StatTrak™） | 闪光舞步,21,1.28,1.45,1.13,2024-06-20
Tec-9,战痕累累,StatTrak™,956503,Tec-9（StatTrak™） | 渣渣,103,1.2,1.52,1.27,2024-06-20
Tec-9,战痕累累,StatTrak™,759315,Tec-9（StatTrak™） | 蛇-9,31,1.18,1.96,1.66,2024-06-20
Tec-9,久经沙场,StatTrak™,773630,Tec-9（StatTrak™） | 闪光舞步,134,1.07,1.52,1.42,2024-06-20
Tec-9,破损不堪,普通,43952,Tec-9 | 晶红石英,99,1.06,1.52,1.43,2024-06-20
Tec-9,崭新出厂,普通,41997,Tec-9 | 地下水,654,1.04,1.31,1.26,2024-06-20
Tec-9,略有磨损,普通,773666,Tec-9 | 闪光舞步,179,1.02,1.23,1.21,2024-06-20
Tec-9,久经沙场,StatTrak™,39631,Tec-9（StatTrak™） | 碎蛋白石,139,1.01,1.45,1.44,2024-06-20
Tec-9,战痕累累,普通,42006,Tec-9 | 冰冠,29,0.97,1.31,1.35,2024-06-20
Tec-9,略有磨损,普通,956483,Tec-9 | 渣渣,383,0.94,1.31,1.39,2024-06-20
Tec-9,久经沙场,普通,759173,Tec-9 | 蛇-9,80,0.94,1.67,1.78,2024-06-20
Tec-9,破损不堪,普通,42009,Tec-9 | 冰冠,37,0.93,1.16,1.25,2024-06-20
Tec-9,崭新出厂,普通,42060,Tec-9 | 多变迷彩,485,0.92,1.16,1.26,2024-06-20
Tec-9,破损不堪,普通,773756,Tec-9 | 闪光舞步,16,0.87,1.09,1.25,2024-06-20
Tec-9,崭新出厂,普通,42055,Tec-9 | 都市 DDPAT,271,0.87,1.02,1.17,2024-06-20
Tec-9,久经沙场,普通,42007,Tec-9 | 冰冠,559,0.87,1.38,1.59,2024-06-20
Tec-9,久经沙场,普通,773535,Tec-9 | 闪光舞步,82,0.85,1.16,1.36,2024-06-20
Tec-9,破损不堪,普通,759215,Tec-9 | 蛇-9,45,0.85,1.31,1.54,2024-06-20
Tec-9,战痕累累,普通,773674,Tec-9 | 闪光舞步,23,0.83,0.87,1.05,2024-06-20
Tec-9,战痕累累,普通,759320,Tec-9 | 蛇-9,42,0.81,1.31,1.62,2024-06-20
Tec-9,久经沙场,StatTrak™,763316,Tec-9（StatTrak™） | 破铜烂铁,306,0.78,1.16,1.49,2024-06-20
Tec-9,久经沙场,StatTrak™,921522,Tec-9（StatTrak™） | 叛逆,280,0.73,1.09,1.49,2024-06-20
Tec-9,破损不堪,StatTrak™,763398,Tec-9（StatTrak™） | 破铜烂铁,64,0.71,0.94,1.32,2024-06-20
Tec-9,略有磨损,普通,41984,Tec-9 | 碎蛋白石,133,0.68,1.02,1.5,2024-06-20
Tec-9,破损不堪,StatTrak™,39633,Tec-9（StatTrak™） | 碎蛋白石,80,0.65,1.02,1.57,2024-06-20
Tec-9,战痕累累,StatTrak™,39629,Tec-9（StatTrak™） | 碎蛋白石,56,0.64,1.02,1.59,2024-06-20
Tec-9,略有磨损,普通,42062,Tec-9 | 多变迷彩,389,0.62,0.87,1.4,2024-06-20
Tec-9,略有磨损,普通,921448,Tec-9 | 叛逆,550,0.6,1.02,1.7,2024-06-20
Tec-9,破损不堪,普通,956564,Tec-9 | 渣渣,120,0.57,0.73,1.28,2024-06-20
Tec-9,战痕累累,StatTrak™,763368,Tec-9（StatTrak™） | 破铜烂铁,397,0.55,0.87,1.58,2024-06-20
Tec-9,久经沙场,普通,956465,Tec-9 | 渣渣,463,0.53,0.8,1.51,2024-06-20
Tec-9,破损不堪,StatTrak™,921477,Tec-9（StatTrak™） | 叛逆,102,0.54,0.8,1.48,2024-06-20
Tec-9,战痕累累,StatTrak™,921514,Tec-9（StatTrak™） | 叛逆,129,0.52,0.8,1.54,2024-06-20
Tec-9,久经沙场,普通,42031,Tec-9 | 晶红石英,619,0.48,0.65,1.35,2024-06-20
Tec-9,战痕累累,普通,956515,Tec-9 | 渣渣,136,0.46,0.65,1.41,2024-06-20
Tec-9,略有磨损,普通,42032,Tec-9 | 晶红石英,984,0.43,0.58,1.35,2024-06-20
Tec-9,崭新出厂,普通,42030,Tec-9 | 晶红石英,1961,0.43,0.65,1.51,2024-06-20
Tec-9,久经沙场,普通,41983,Tec-9 | 碎蛋白石,374,0.44,0.58,1.32,2024-06-20
Tec-9,久经沙场,普通,763244,Tec-9 | 破铜烂铁,709,0.43,0.73,1.7,2024-06-20
Tec-9,久经沙场,普通,42061,Tec-9 | 多变迷彩,441,0.42,0.65,1.55,2024-06-20
Tec-9,破损不堪,普通,763268,Tec-9 | 破铜烂铁,61,0.35,0.65,1.86,2024-06-20
Tec-9,破损不堪,普通,42063,Tec-9 | 多变迷彩,39,0.34,0.58,1.71,2024-06-20
Tec-9,久经沙场,普通,921427,Tec-9 | 叛逆,1140,0.31,0.51,1.65,2024-06-20
Tec-9,战痕累累,普通,763249,Tec-9 | 破铜烂铁,302,0.3,0.51,1.7,2024-06-20
Tec-9,破损不堪,普通,41985,Tec-9 | 碎蛋白石,154,0.27,0.58,2.15,2024-06-20
Tec-9,战痕累累,普通,41981,Tec-9 | 碎蛋白石,88,0.25,0.58,2.32,2024-06-20
Tec-9,战痕累累,普通,42059,Tec-9 | 多变迷彩,70,0.21,0.44,2.1,2024-06-20
Tec-9,战痕累累,普通,921473,Tec-9 | 叛逆,333,0.18,0.44,2.44,2024-06-20
Tec-9,破损不堪,普通,921441,Tec-9 | 叛逆,474,0.18,0.44,2.44,2024-06-20
Tec-9,崭新出厂,普通,41961,Tec-9 | 陆军网格,937,0.1,0.29,2.9,2024-06-20
Tec-9,略有磨损,普通,42057,Tec-9 | 都市 DDPAT,426,0.07,0.29,4.14,2024-06-20
Tec-9,久经沙场,普通,42056,Tec-9 | 都市 DDPAT,862,0.06,0.29,4.83,2024-06-20
Tec-9,破损不堪,普通,42058,Tec-9 | 都市 DDPAT,108,0.05,0.22,4.4,2024-06-20
Tec-9,略有磨损,普通,41963,Tec-9 | 陆军网格,925,0.05,0.22,4.4,2024-06-20
Tec-9,略有磨损,普通,41999,Tec-9 | 地下水,1177,0.04,0.22,5.5,2024-06-20
Tec-9,战痕累累,普通,42054,Tec-9 | 都市 DDPAT,147,0.04,0.22,5.5,2024-06-20
Tec-9,破损不堪,普通,42000,Tec-9 | 地下水,192,0.03,0.22,7.33,2024-06-20
Tec-9,战痕累累,普通,41960,Tec-9 | 陆军网格,197,0.03,0.22,7.33,2024-06-20
Tec-9,久经沙场,普通,41998,Tec-9 | 地下水,4001,0.03,0.22,7.33,2024-06-20
Tec-9,战痕累累,普通,41996,Tec-9 | 地下水,344,0.03,0.22,7.33,2024-06-20
Tec-9,破损不堪,普通,41964,Tec-9 | 陆军网格,72,0.03,0.22,7.33,2024-06-20
Tec-9,久经沙场,普通,41962,Tec-9 | 陆军网格,1300,0.03,0.22,7.33,2024-06-20
Tec-9,略有磨损,StatTrak™,921556,Tec-9（StatTrak™） | 叛逆,244,1.7,2.47,1.45,2024-06-20
Tec-9,战痕累累,普通,781563,Tec-9 | 兄弟连,478,1.68,2.1,1.25,2024-06-20
Tec-9,破损不堪,StatTrak™,759319,Tec-9（StatTrak™） | 蛇-9,29,1.68,1.89,1.12,2024-06-20
Tec-9,破损不堪,StatTrak™,39648,Tec-9（StatTrak™） | 冰冠,24,1.65,2.25,1.36,2024-06-20
Tec-9,略有磨损,普通,759196,Tec-9 | 蛇-9,133,1.62,2.03,1.25,2024-06-20
Tec-9,略有磨损,普通,42008,Tec-9 | 冰冠,1008,1.47,2.18,1.48,2024-06-20
Tec-9,久经沙场,StatTrak™,39646,Tec-9（StatTrak™） | 冰冠,459,1.43,2.03,1.42,2024-06-20
Tec-9,久经沙场,StatTrak™,956504,Tec-9（StatTrak™） | 渣渣,240,1.38,1.89,1.37,2024-06-20
Tec-9,崭新出厂,普通,921492,Tec-9 | 叛逆,341,1.31,1.89,1.44,2024-06-20
Tec-9,破损不堪,StatTrak™,956542,Tec-9（StatTrak™） | 渣渣,83,1.29,1.52,1.18,2024-06-20
Tec-9,战痕累累,StatTrak™,773725,Tec-9（StatTrak™） | 闪光舞步,21,1.28,1.45,1.13,2024-06-20
Tec-9,战痕累累,StatTrak™,956503,Tec-9（StatTrak™） | 渣渣,103,1.2,1.52,1.27,2024-06-20
Tec-9,战痕累累,StatTrak™,759315,Tec-9（StatTrak™） | 蛇-9,31,1.18,1.96,1.66,2024-06-20
Tec-9,久经沙场,StatTrak™,773630,Tec-9（StatTrak™） | 闪光舞步,134,1.07,1.52,1.42,2024-06-20
Tec-9,破损不堪,普通,43952,Tec-9 | 晶红石英,99,1.06,1.52,1.43,2024-06-20
Tec-9,崭新出厂,普通,41997,Tec-9 | 地下水,654,1.04,1.31,1.26,2024-06-20
Tec-9,略有磨损,普通,773666,Tec-9 | 闪光舞步,179,1.02,1.23,1.21,2024-06-20
Tec-9,久经沙场,StatTrak™,39631,Tec-9（StatTrak™） | 碎蛋白石,139,1.01,1.45,1.44,2024-06-20
Tec-9,战痕累累,普通,42006,Tec-9 | 冰冠,29,0.97,1.31,1.35,2024-06-20
Tec-9,略有磨损,普通,956483,Tec-9 | 渣渣,383,0.94,1.31,1.39,2024-06-20
Tec-9,久经沙场,普通,759173,Tec-9 | 蛇-9,80,0.94,1.67,1.78,2024-06-20
Tec-9,破损不堪,普通,42009,Tec-9 | 冰冠,37,0.93,1.16,1.25,2024-06-20
Tec-9,崭新出厂,普通,42060,Tec-9 | 多变迷彩,485,0.92,1.16,1.26,2024-06-20
Tec-9,破损不堪,普通,773756,Tec-9 | 闪光舞步,16,0.87,1.09,1.25,2024-06-20
Tec-9,崭新出厂,普通,42055,Tec-9 | 都市 DDPAT,271,0.87,1.02,1.17,2024-06-20
Tec-9,久经沙场,普通,42007,Tec-9 | 冰冠,559,0.87,1.38,1.59,2024-06-20
Tec-9,久经沙场,普通,773535,Tec-9 | 闪光舞步,82,0.85,1.16,1.36,2024-06-20
Tec-9,破损不堪,普通,759215,Tec-9 | 蛇-9,45,0.85,1.31,1.54,2024-06-20
Tec-9,战痕累累,普通,773674,Tec-9 | 闪光舞步,23,0.83,0.87,1.05,2024-06-20
Tec-9,战痕累累,普通,759320,Tec-9 | 蛇-9,42,0.81,1.31,1.62,2024-06-20
Tec-9,久经沙场,StatTrak™,763316,Tec-9（StatTrak™） | 破铜烂铁,306,0.78,1.16,1.49,2024-06-20
Tec-9,久经沙场,StatTrak™,921522,Tec-9（StatTrak™） | 叛逆,280,0.73,1.09,1.49,2024-06-20
Tec-9,破损不堪,StatTrak™,763398,Tec-9（StatTrak™） | 破铜烂铁,64,0.71,0.94,1.32,2024-06-20
Tec-9,略有磨损,普通,41984,Tec-9 | 碎蛋白石,133,0.68,1.02,1.5,2024-06-20
Tec-9,破损不堪,StatTrak™,39633,Tec-9（StatTrak™） | 碎蛋白石,80,0.65,1.02,1.57,2024-06-20
Tec-9,战痕累累,StatTrak™,39629,Tec-9（StatTrak™） | 碎蛋白石,56,0.64,1.02,1.59,2024-06-20
Tec-9,略有磨损,普通,42062,Tec-9 | 多变迷彩,389,0.62,0.87,1.4,2024-06-20
Tec-9,略有磨损,普通,921448,Tec-9 | 叛逆,550,0.6,1.02,1.7,2024-06-20
Tec-9,破损不堪,普通,956564,Tec-9 | 渣渣,120,0.57,0.73,1.28,2024-06-20
Tec-9,战痕累累,StatTrak™,763368,Tec-9（StatTrak™） | 破铜烂铁,397,0.55,0.87,1.58,2024-06-20
Tec-9,久经沙场,普通,956465,Tec-9 | 渣渣,463,0.53,0.8,1.51,2024-06-20
Tec-9,破损不堪,StatTrak™,921477,Tec-9（StatTrak™） | 叛逆,102,0.54,0.8,1.48,2024-06-20
Tec-9,战痕累累,StatTrak™,921514,Tec-9（StatTrak™） | 叛逆,129,0.52,0.8,1.54,2024-06-20
Tec-9,久经沙场,普通,42031,Tec-9 | 晶红石英,619,0.48,0.65,1.35,2024-06-20
Tec-9,战痕累累,普通,956515,Tec-9 | 渣渣,136,0.46,0.65,1.41,2024-06-20
Tec-9,略有磨损,普通,42032,Tec-9 | 晶红石英,984,0.43,0.58,1.35,2024-06-20
Tec-9,崭新出厂,普通,42030,Tec-9 | 晶红石英,1961,0.43,0.65,1.51,2024-06-20
Tec-9,久经沙场,普通,41983,Tec-9 | 碎蛋白石,374,0.44,0.58,1.32,2024-06-20
Tec-9,久经沙场,普通,763244,Tec-9 | 破铜烂铁,709,0.43,0.73,1.7,2024-06-20
Tec-9,久经沙场,普通,42061,Tec-9 | 多变迷彩,441,0.42,0.65,1.55,2024-06-20
Tec-9,破损不堪,普通,763268,Tec-9 | 破铜烂铁,61,0.35,0.65,1.86,2024-06-20
Tec-9,破损不堪,普通,42063,Tec-9 | 多变迷彩,39,0.34,0.58,1.71,2024-06-20
Tec-9,久经沙场,普通,921427,Tec-9 | 叛逆,1140,0.31,0.51,1.65,2024-06-20
Tec-9,战痕累累,普通,763249,Tec-9 | 破铜烂铁,302,0.3,0.51,1.7,2024-06-20
Tec-9,破损不堪,普通,41985,Tec-9 | 碎蛋白石,154,0.27,0.58,2.15,2024-06-20
Tec-9,战痕累累,普通,41981,Tec-9 | 碎蛋白石,88,0.25,0.58,2.32,2024-06-20
Tec-9,战痕累累,普通,42059,Tec-9 | 多变迷彩,70,0.21,0.44,2.1,2024-06-20
Tec-9,战痕累累,普通,921473,Tec-9 | 叛逆,333,0.18,0.44,2.44,2024-06-20
Tec-9,破损不堪,普通,921441,Tec-9 | 叛逆,474,0.18,0.44,2.44,2024-06-20
Tec-9,崭新出厂,普通,41961,Tec-9 | 陆军网格,937,0.1,0.29,2.9,2024-06-20
Tec-9,略有磨损,普通,42057,Tec-9 | 都市 DDPAT,426,0.07,0.29,4.14,2024-06-20
Tec-9,久经沙场,普通,42056,Tec-9 | 都市 DDPAT,862,0.06,0.29,4.83,2024-06-20
Tec-9,破损不堪,普通,42058,Tec-9 | 都市 DDPAT,108,0.05,0.22,4.4,2024-06-20
Tec-9,略有磨损,普通,41963,Tec-9 | 陆军网格,925,0.05,0.22,4.4,2024-06-20
Tec-9,略有磨损,普通,41999,Tec-9 | 地下水,1177,0.04,0.22,5.5,2024-06-20
Tec-9,战痕累累,普通,42054,Tec-9 | 都市 DDPAT,147,0.04,0.22,5.5,2024-06-20
Tec-9,破损不堪,普通,42000,Tec-9 | 地下水,192,0.03,0.22,7.33,2024-06-20
Tec-9,战痕累累,普通,41960,Tec-9 | 陆军网格,197,0.03,0.22,7.33,2024-06-20
Tec-9,久经沙场,普通,41998,Tec-9 | 地下水,4001,0.03,0.22,7.33,2024-06-20
Tec-9,战痕累累,普通,41996,Tec-9 | 地下水,344,0.03,0.22,7.33,2024-06-20
Tec-9,破损不堪,普通,41964,Tec-9 | 陆军网格,72,0.03,0.22,7.33,2024-06-20
Tec-9,久经沙场,普通,41962,Tec-9 | 陆军网格,1300,0.03,0.22,7.33,2024-06-20
