XM1014,破损不堪,纪念品,38137,XM1014（纪念品） | 加州迷彩,1,3499.5,3003.41,0.86,2024-06-17
XM1014,破损不堪,纪念品,772906,XM1014（纪念品） | 都市穿孔,109,0.56,0.65,1.16,2024-06-20
XM1014,久经沙场,StatTrak™,45349,XM1014（StatTrak™） | 锈蚀烈焰,287,0.55,0.87,1.58,2024-06-20
XM1014,久经沙场,普通,956460,XM1014 | 刺青,650,0.53,0.8,1.51,2024-06-20
XM1014,战痕累累,StatTrak™,45347,XM1014（StatTrak™） | 锈蚀烈焰,54,0.52,0.87,1.67,2024-06-20
XM1014,破损不堪,普通,956600,XM1014 | 刺青,60,0.51,0.73,1.43,2024-06-20
XM1014,略有磨损,普通,45405,XM1014 | 锈蚀烈焰,457,0.52,0.73,1.4,2024-06-20
XM1014,崭新出厂,普通,42267,XM1014 | 加州迷彩,390,0.48,0.73,1.52,2024-06-20
XM1014,战痕累累,普通,956489,XM1014 | 刺青,154,0.46,0.65,1.41,2024-06-20
XM1014,破损不堪,纪念品,876946,XM1014（纪念品） | 蓝色轮胎,41,0.43,0.51,1.19,2024-06-20
XM1014,战痕累累,纪念品,772907,XM1014（纪念品） | 都市穿孔,107,0.38,0.44,1.16,2024-06-20
XM1014,略有磨损,普通,42269,XM1014 | 加州迷彩,287,0.34,0.58,1.71,2024-06-20
XM1014,略有磨损,纪念品,876885,XM1014（纪念品） | 蓝色轮胎,189,0.33,0.51,1.55,2024-06-20
XM1014,战痕累累,普通,42315,XM1014 | 滑流,19,0.33,0.8,2.42,2024-06-20
XM1014,略有磨损,普通,927319,XM1014 | 象形文字,419,0.33,0.51,1.55,2024-06-20
XM1014,略有磨损,普通,42259,XM1014 | 蓝钢,576,0.33,0.51,1.55,2024-06-20
XM1014,破损不堪,普通,45375,XM1014 | 锈蚀烈焰,117,0.24,0.51,2.12,2024-06-20
XM1014,久经沙场,普通,45374,XM1014 | 锈蚀烈焰,1080,0.23,0.51,2.22,2024-06-20
XM1014,略有磨损,纪念品,929032,XM1014（纪念品） | 象形文字,439,0.22,0.44,2.0,2024-06-20
XM1014,久经沙场,普通,42268,XM1014 | 加州迷彩,354,0.22,0.44,2.0,2024-06-20
XM1014,久经沙场,普通,927297,XM1014 | 象形文字,408,0.22,0.44,2.0,2024-06-20
XM1014,久经沙场,普通,42258,XM1014 | 蓝钢,780,0.2,0.44,2.2,2024-06-20
XM1014,战痕累累,普通,927321,XM1014 | 象形文字,221,0.2,0.36,1.8,2024-06-20
XM1014,战痕累累,普通,45404,XM1014 | 锈蚀烈焰,128,0.19,0.44,2.32,2024-06-20
XM1014,破损不堪,普通,42260,XM1014 | 蓝钢,153,0.19,0.44,2.32,2024-06-20
XM1014,战痕累累,普通,42256,XM1014 | 蓝钢,456,0.19,0.44,2.32,2024-06-20
XM1014,破损不堪,普通,42270,XM1014 | 加州迷彩,44,0.19,0.44,2.32,2024-06-20
XM1014,战痕累累,普通,42266,XM1014 | 加州迷彩,60,0.18,0.36,2.0,2024-06-20
XM1014,破损不堪,普通,927295,XM1014 | 象形文字,425,0.17,0.36,2.12,2024-06-20
XM1014,久经沙场,纪念品,772904,XM1014（纪念品） | 都市穿孔,438,0.17,0.36,2.12,2024-06-20
XM1014,战痕累累,纪念品,876913,XM1014（纪念品） | 蓝色轮胎,49,0.16,0.36,2.25,2024-06-20
XM1014,久经沙场,纪念品,876891,XM1014（纪念品） | 蓝色轮胎,298,0.06,0.29,4.83,2024-06-20
XM1014,略有磨损,普通,42254,XM1014 | 蓝色云杉,944,0.05,0.22,4.4,2024-06-20
XM1014,战痕累累,纪念品,929048,XM1014（纪念品） | 象形文字,152,0.03,0.22,7.33,2024-06-20
XM1014,久经沙场,纪念品,929018,XM1014（纪念品） | 象形文字,355,0.03,0.22,7.33,2024-06-20
XM1014,破损不堪,纪念品,929043,XM1014（纪念品） | 象形文字,186,0.02,0.22,11.0,2024-06-20
XM1014,破损不堪,普通,42255,XM1014 | 蓝色云杉,314,0.03,0.22,7.33,2024-06-20
XM1014,久经沙场,普通,42253,XM1014 | 蓝色云杉,2090,0.03,0.22,7.33,2024-06-20
XM1014,战痕累累,普通,42251,XM1014 | 蓝色云杉,443,0.03,0.22,7.33,2024-06-20
XM1014,破损不堪,普通,42295,XM1014 | 剧毒水银,23,1.4,2.18,1.56,2024-06-20
XM1014,久经沙场,普通,886673,XM1014 | 行尸攻势,1589,1.39,1.81,1.3,2024-06-20
XM1014,久经沙场,StatTrak™,956458,XM1014（StatTrak™） | 刺青,182,1.34,1.89,1.41,2024-06-20
XM1014,战痕累累,StatTrak™,39803,XM1014（StatTrak™） | 滑流,17,1.34,1.89,1.41,2024-06-20
XM1014,破损不堪,StatTrak™,956595,XM1014（StatTrak™） | 刺青,53,1.3,2.18,1.68,2024-06-20
XM1014,久经沙场,StatTrak™,39805,XM1014（StatTrak™） | 滑流,319,1.26,1.89,1.5,2024-06-20
XM1014,战痕累累,StatTrak™,956479,XM1014（StatTrak™） | 刺青,96,1.23,1.52,1.24,2024-06-20
XM1014,战痕累累,普通,887030,XM1014 | 行尸攻势,82,1.22,1.81,1.48,2024-06-20
XM1014,破损不堪,普通,887050,XM1014 | 行尸攻势,71,1.21,1.81,1.5,2024-06-20
XM1014,久经沙场,普通,42293,XM1014 | 剧毒水银,73,1.2,1.52,1.27,2024-06-20
XM1014,崭新出厂,普通,45373,XM1014 | 锈蚀烈焰,218,0.99,1.45,1.46,2024-06-20
XM1014,略有磨损,普通,956468,XM1014 | 刺青,519,0.97,1.31,1.35,2024-06-20
XM1014,崭新出厂,普通,42252,XM1014 | 蓝色云杉,258,0.97,1.16,1.2,2024-06-20
XM1014,略有磨损,普通,42318,XM1014 | 滑流,332,0.94,1.23,1.31,2024-06-20
XM1014,破损不堪,StatTrak™,45351,XM1014（StatTrak™） | 锈蚀烈焰,17,0.92,1.45,1.58,2024-06-20
XM1014,破损不堪,普通,42309,XM1014 | 斯康里娅,39,0.91,1.09,1.2,2024-06-20
XM1014,崭新出厂,普通,927302,XM1014 | 象形文字,268,0.88,1.23,1.4,2024-06-20
XM1014,战痕累累,普通,42305,XM1014 | 斯康里娅,35,0.87,1.09,1.25,2024-06-20
XM1014,崭新出厂,纪念品,876917,XM1014（纪念品） | 蓝色轮胎,280,0.86,1.16,1.35,2024-06-20
XM1014,略有磨损,纪念品,772910,XM1014（纪念品） | 都市穿孔,170,0.85,0.94,1.11,2024-06-20
XM1014,崭新出厂,普通,42257,XM1014 | 蓝钢,527,0.79,1.09,1.38,2024-06-20
XM1014,破损不堪,普通,42319,XM1014 | 滑流,14,0.63,1.02,1.62,2024-06-20
XM1014,久经沙场,普通,42317,XM1014 | 滑流,195,0.58,0.87,1.5,2024-06-20
XM1014,破损不堪,纪念品,772906,XM1014（纪念品） | 都市穿孔,109,0.56,0.65,1.16,2024-06-20
XM1014,久经沙场,StatTrak™,45349,XM1014（StatTrak™） | 锈蚀烈焰,287,0.55,0.87,1.58,2024-06-20
XM1014,久经沙场,普通,956460,XM1014 | 刺青,650,0.53,0.8,1.51,2024-06-20
XM1014,战痕累累,StatTrak™,45347,XM1014（StatTrak™） | 锈蚀烈焰,54,0.52,0.87,1.67,2024-06-20
XM1014,破损不堪,普通,956600,XM1014 | 刺青,60,0.51,0.73,1.43,2024-06-20
XM1014,略有磨损,普通,45405,XM1014 | 锈蚀烈焰,457,0.52,0.73,1.4,2024-06-20
XM1014,崭新出厂,普通,42267,XM1014 | 加州迷彩,390,0.48,0.73,1.52,2024-06-20
XM1014,战痕累累,普通,956489,XM1014 | 刺青,154,0.46,0.65,1.41,2024-06-20
XM1014,破损不堪,纪念品,876946,XM1014（纪念品） | 蓝色轮胎,41,0.43,0.51,1.19,2024-06-20
XM1014,战痕累累,纪念品,772907,XM1014（纪念品） | 都市穿孔,107,0.38,0.44,1.16,2024-06-20
XM1014,略有磨损,普通,42269,XM1014 | 加州迷彩,287,0.34,0.58,1.71,2024-06-20
XM1014,略有磨损,纪念品,876885,XM1014（纪念品） | 蓝色轮胎,189,0.33,0.51,1.55,2024-06-20
XM1014,战痕累累,普通,42315,XM1014 | 滑流,19,0.33,0.8,2.42,2024-06-20
XM1014,略有磨损,普通,927319,XM1014 | 象形文字,419,0.33,0.51,1.55,2024-06-20
XM1014,略有磨损,普通,42259,XM1014 | 蓝钢,576,0.33,0.51,1.55,2024-06-20
XM1014,破损不堪,普通,45375,XM1014 | 锈蚀烈焰,117,0.24,0.51,2.12,2024-06-20
XM1014,久经沙场,普通,45374,XM1014 | 锈蚀烈焰,1080,0.23,0.51,2.22,2024-06-20
XM1014,略有磨损,纪念品,929032,XM1014（纪念品） | 象形文字,439,0.22,0.44,2.0,2024-06-20
XM1014,久经沙场,普通,42268,XM1014 | 加州迷彩,354,0.22,0.44,2.0,2024-06-20
XM1014,久经沙场,普通,927297,XM1014 | 象形文字,408,0.22,0.44,2.0,2024-06-20
XM1014,久经沙场,普通,42258,XM1014 | 蓝钢,780,0.2,0.44,2.2,2024-06-20
XM1014,战痕累累,普通,927321,XM1014 | 象形文字,221,0.2,0.36,1.8,2024-06-20
XM1014,战痕累累,普通,45404,XM1014 | 锈蚀烈焰,128,0.19,0.44,2.32,2024-06-20
XM1014,破损不堪,普通,42260,XM1014 | 蓝钢,153,0.19,0.36,1.89,2024-06-20
XM1014,战痕累累,普通,42256,XM1014 | 蓝钢,456,0.19,0.36,1.89,2024-06-20
XM1014,破损不堪,普通,42270,XM1014 | 加州迷彩,44,0.19,0.44,2.32,2024-06-20
XM1014,战痕累累,普通,42266,XM1014 | 加州迷彩,60,0.18,0.36,2.0,2024-06-20
XM1014,破损不堪,普通,927295,XM1014 | 象形文字,425,0.17,0.36,2.12,2024-06-20
XM1014,久经沙场,纪念品,772904,XM1014（纪念品） | 都市穿孔,438,0.17,0.36,2.12,2024-06-20
XM1014,战痕累累,纪念品,876913,XM1014（纪念品） | 蓝色轮胎,49,0.16,0.36,2.25,2024-06-20
XM1014,久经沙场,纪念品,876891,XM1014（纪念品） | 蓝色轮胎,298,0.06,0.29,4.83,2024-06-20
XM1014,略有磨损,普通,42254,XM1014 | 蓝色云杉,945,0.05,0.22,4.4,2024-06-20
XM1014,战痕累累,纪念品,929048,XM1014（纪念品） | 象形文字,152,0.03,0.22,7.33,2024-06-20
XM1014,久经沙场,纪念品,929018,XM1014（纪念品） | 象形文字,355,0.03,0.22,7.33,2024-06-20
XM1014,破损不堪,纪念品,929043,XM1014（纪念品） | 象形文字,186,0.02,0.22,11.0,2024-06-20
XM1014,破损不堪,普通,42255,XM1014 | 蓝色云杉,314,0.03,0.22,7.33,2024-06-20
XM1014,久经沙场,普通,42253,XM1014 | 蓝色云杉,2090,0.03,0.22,7.33,2024-06-20
XM1014,战痕累累,普通,42251,XM1014 | 蓝色云杉,443,0.03,0.22,7.33,2024-06-20
