
AK-47,崭新出厂,普通,776874,AK-47 | 野荷,198,87998.5,89759.0,1.02,2024-06-16
AK-47,破损不堪,普通,956643,AK-47 | 传承,39,384.5,493.5,1.28,2024-06-20
AK-47,崭新出厂,StatTrak™,38205,AK-47（StatTrak™） | 轨道 Mk01,90,378.3,549.6,1.45,2024-06-20
AK-47,久经沙场,StatTrak™,763355,AK-47（StatTrak™） | 二西莫夫,368,377.5,481.09,1.27,2024-06-20
AK-47,略有磨损,StatTrak™,38187,AK-47（StatTrak™） | 前线迷雾,161,369.39,468.47,1.27,2024-06-20
AK-47,崭新出厂,普通,33950,AK-47 | 捕食者,19,365.5,608.53,1.66,2024-06-20
AK-47,破损不堪,StatTrak™,38227,AK-47（StatTrak™） | 皇后,69,362.8,536.76,1.48,2024-06-20
AK-47,战痕累累,StatTrak™,759366,AK-47（StatTrak™） | 霓虹骑士,18,354.5,449.31,1.27,2024-06-20
AK-47,破损不堪,StatTrak™,763487,AK-47（StatTrak™） | 二西莫夫,9,348.48,430.15,1.23,2024-06-20
AK-47,崭新出厂,纪念品,761380,AK-47（纪念品） | 安全网,69,346.18,521.73,1.51,2024-06-20
AK-47,略有磨损,StatTrak™,921597,AK-47（StatTrak™） | 一发入魂,228,345.5,466.14,1.35,2024-06-20
AK-47,战痕累累,StatTrak™,38223,AK-47（StatTrak™） | 皇后,50,344.6,466.14,1.35,2024-06-20
AK-47,略有磨损,普通,33981,AK-47 | 荒野反叛,174,321.5,414.76,1.29,2024-06-20
AK-47,破损不堪,StatTrak™,38156,AK-47（StatTrak™） | 深海复仇,17,312.5,417.3,1.34,2024-06-20
AK-47,久经沙场,StatTrak™,871812,AK-47（StatTrak™） | 抽象派 1337,120,311.5,445.31,1.43,2024-06-20
AK-47,崭新出厂,StatTrak™,900650,AK-47（StatTrak™） | 可燃冰,504,307.49,389.87,1.27,2024-06-20
AK-47,崭新出厂,StatTrak™,781683,AK-47（StatTrak™） | 阿努比斯军团,263,306.97,429.64,1.4,2024-06-20
AK-47,久经沙场,普通,759341,AK-47 | 霓虹骑士,792,306,397.71,1.3,2024-06-20
AK-47,战痕累累,StatTrak™,763505,AK-47（StatTrak™） | 二西莫夫,35,305.3,400.32,1.31,2024-06-20
AK-47,战痕累累,普通,956532,AK-47 | 传承,123,304.5,366.21,1.2,2024-06-20
AK-47,略有磨损,StatTrak™,887058,AK-47（StatTrak™） | 夜愿,386,301.49,416.5,1.38,2024-06-20
AK-47,破损不堪,StatTrak™,38164,AK-47（StatTrak™） | 蓝色层压板,15,297,321.72,1.08,2024-06-20
AK-47,战痕累累,StatTrak™,871974,AK-47（StatTrak™） | 抽象派 1337,16,291.6,437.4,1.5,2024-06-20
AK-47,久经沙场,StatTrak™,38220,AK-47（StatTrak™） | 红线,2282,289,384.57,1.33,2024-06-20
AK-47,破损不堪,StatTrak™,38208,AK-47（StatTrak™） | 轨道 Mk01,4,288,358.44,1.24,2024-06-20
AK-47,破损不堪,StatTrak™,38203,AK-47（StatTrak™） | 霓虹革命,8,287.91,368.97,1.28,2024-06-20
AK-47,战痕累累,普通,33954,AK-47 | 红色层压板,36,286.3,412.08,1.44,2024-06-20
AK-47,破损不堪,普通,33958,AK-47 | 红色层压板,39,278.4,422.31,1.52,2024-06-20
AK-47,略有磨损,StatTrak™,38168,AK-47（StatTrak™） | 卡特尔,316,277.29,370.05,1.33,2024-06-20
AK-47,略有磨损,纪念品,772919,AK-47（纪念品） | 黑色层压板,65,274,370.78,1.35,2024-06-20
AK-47,战痕累累,StatTrak™,38152,AK-47（StatTrak™） | 深海复仇,28,270.58,353.15,1.31,2024-06-20
AK-47,久经沙场,普通,33956,AK-47 | 红色层压板,455,269.49,372.52,1.38,2024-06-20
AK-47,略有磨损,StatTrak™,38207,AK-47（StatTrak™） | 轨道 Mk01,105,268.5,349.23,1.3,2024-06-20
AK-47,破损不堪,普通,759498,AK-47 | 霓虹骑士,20,261.73,326.58,1.25,2024-06-20
AK-47,略有磨损,StatTrak™,38212,AK-47（StatTrak™） | 混沌点阵,252,260.8,362.87,1.39,2024-06-20
AK-47,久经沙场,普通,33860,AK-47 | 深海复仇,650,257.5,333.84,1.3,2024-06-20
AK-47,崭新出厂,StatTrak™,38161,AK-47（StatTrak™） | 蓝色层压板,480,251.4,356.48,1.42,2024-06-20
AK-47,破损不堪,StatTrak™,38169,AK-47（StatTrak™） | 卡特尔,8,243.5,326.95,1.34,2024-06-20
AK-47,破损不堪,普通,33923,AK-47 | 美洲猛虎,34,239,325.28,1.36,2024-06-20
AK-47,略有磨损,普通,871099,AK-47 | 抽象派 1337,510,236,308.8,1.31,2024-06-20
AK-47,战痕累累,StatTrak™,38204,AK-47（StatTrak™） | 轨道 Mk01,12,235.96,337.98,1.43,2024-06-20
AK-47,崭新出厂,StatTrak™,857682,AK-47（StatTrak™） | 墨岩,823,226.5,300.46,1.33,2024-06-20
AK-47,战痕累累,普通,33919,AK-47 | 美洲猛虎,20,226.16,278.03,1.23,2024-06-20
AK-47,久经沙场,StatTrak™,38201,AK-47（StatTrak™） | 霓虹革命,170,221.58,284.64,1.28,2024-06-20
AK-47,破损不堪,StatTrak™,38222,AK-47（StatTrak™） | 红线,38,219.3,290.22,1.32,2024-06-20
AK-47,破损不堪,普通,872041,AK-47 | 绿色层压板,8,217.5,245.37,1.13,2024-06-20
AK-47,久经沙场,普通,33970,AK-47 | 皇后,2263,210.5,279.77,1.33,2024-06-20
AK-47,略有磨损,普通,33937,AK-47 | 霓虹革命,693,203.95,267.73,1.31,2024-06-20
AK-47,崭新出厂,StatTrak™,779364,AK-47（StatTrak™） | 幻影破坏者,163,199.69,275.42,1.38,2024-06-20
AK-47,久经沙场,StatTrak™,38167,AK-47（StatTrak™） | 卡特尔,334,198.3,289.79,1.46,2024-06-20
AK-47,崭新出厂,StatTrak™,776479,AK-47（StatTrak™） | 复古浪潮,49,198,290.22,1.47,2024-06-20
AK-47,略有磨损,普通,33866,AK-47 | 黑色层压板,299,195.38,279.26,1.43,2024-06-20
AK-47,战痕累累,StatTrak™,38199,AK-47（StatTrak™） | 霓虹革命,31,195.34,277.6,1.42,2024-06-20
AK-47,崭新出厂,普通,33945,AK-47 | 混沌点阵,626,194.9,257.86,1.32,2024-06-20
AK-47,久经沙场,StatTrak™,38206,AK-47（StatTrak™） | 轨道 Mk01,118,193.89,269.83,1.39,2024-06-20
AK-47,久经沙场,普通,763250,AK-47 | 二西莫夫,4231,190.5,250.82,1.32,2024-06-20
AK-47,破损不堪,普通,33982,AK-47 | 荒野反叛,8,187.9,245.37,1.31,2024-06-20
AK-47,战痕累累,StatTrak™,38165,AK-47（StatTrak™） | 卡特尔,69,186.95,288.48,1.54,2024-06-20
AK-47,破损不堪,普通,33953,AK-47 | 捕食者,4,184.5,161.26,0.87,2024-06-20
AK-47,破损不堪,普通,763504,AK-47 | 二西莫夫,51,183.5,229.33,1.25,2024-06-20
AK-47,破损不堪,纪念品,877064,AK-47（纪念品） | 绿色层压板,14,183.28,194.93,1.06,2024-06-20
AK-47,久经沙场,纪念品,772915,AK-47（纪念品） | 黑色层压板,188,170.47,216.27,1.27,2024-06-20
AK-47,破损不堪,普通,33867,AK-47 | 黑色层压板,28,169.5,230.42,1.36,2024-06-20
AK-47,破损不堪,纪念品,772921,AK-47（纪念品） | 黑色层压板,28,168.5,201.1,1.19,2024-06-20
AK-47,久经沙场,StatTrak™,38186,AK-47（StatTrak™） | 前线迷雾,229,168.3,227.52,1.35,2024-06-20
AK-47,久经沙场,普通,33865,AK-47 | 黑色层压板,235,164.5,224.83,1.37,2024-06-20
AK-47,略有磨损,StatTrak™,38163,AK-47（StatTrak™） | 蓝色层压板,492,163.49,212.86,1.3,2024-06-20
AK-47,崭新出厂,普通,33877,AK-47 | 卡特尔,653,162.46,211.7,1.3,2024-06-20
AK-47,战痕累累,普通,33863,AK-47 | 黑色层压板,47,162.15,218.88,1.35,2024-06-20
AK-47,略有磨损,StatTrak™,781682,AK-47（StatTrak™） | 阿努比斯军团,313,159.5,224.83,1.41,2024-06-20
AK-47,战痕累累,纪念品,772917,AK-47（纪念品） | 黑色层压板,42,157.3,227.81,1.45,2024-06-20
AK-47,久经沙场,普通,33980,AK-47 | 荒野反叛,360,156.84,208.29,1.33,2024-06-20
AK-47,破损不堪,普通,33972,AK-47 | 皇后,340,155.99,216.78,1.39,2024-06-20
AK-47,破损不堪,StatTrak™,38188,AK-47（StatTrak™） | 前线迷雾,17,154,229.77,1.49,2024-06-20
AK-47,崭新出厂,StatTrak™,38176,AK-47（StatTrak™） | 精英之作,453,152.35,215.04,1.41,2024-06-20
AK-47,略有磨损,普通,33907,AK-47 | 前线迷雾,1130,149.5,202.26,1.35,2024-06-20
AK-47,久经沙场,StatTrak™,921600,AK-47（StatTrak™） | 一发入魂,301,149.3,212.21,1.42,2024-06-20
AK-47,久经沙场,StatTrak™,38162,AK-47（StatTrak™） | 蓝色层压板,485,146.25,187.89,1.28,2024-06-20
