M4A1 消音版,破损不堪,普通,872132,M4A1 消音型 | 紧迫危机,1,41110.6,3906.49,0.1,2024-06-17
M4A1 消音版,破损不堪,普通,927342,M4A1 消音型 | 泥斑迷彩,168,2.09,2.76,1.32,2024-06-20
M4A1 消音版,久经沙场,普通,35203,M4A1 消音型 | 闪回,1363,2.03,2.76,1.36,2024-06-20
M4A1 消音版,战痕累累,普通,921463,M4A1 消音型 | 隐伏帝王龙,1477,2.02,2.76,1.37,2024-06-20
M4A1 消音版,略有磨损,普通,927324,M4A1 消音型 | 泥斑迷彩,1002,2,2.9,1.45,2024-06-20
M4A1 消音版,久经沙场,普通,886642,M4A1 消音型 | 夜无眠,7360,1.91,2.83,1.48,2024-06-20
M4A1 消音版,破损不堪,普通,35205,M4A1 消音型 | 闪回,327,1.79,2.47,1.38,2024-06-20
M4A1 消音版,战痕累累,普通,35201,M4A1 消音型 | 闪回,288,1.78,2.54,1.43,2024-06-20
M4A1 消音版,战痕累累,普通,35242,M4A1 消音型 | 氮化处理,758,1.4,1.89,1.35,2024-06-20
M4A1 消音版,久经沙场,普通,927292,M4A1 消音型 | 泥斑迷彩,2080,1.3,1.89,1.45,2024-06-20
M4A1 消音版,略有磨损,普通,35175,M4A1 消音型 | 北方森林,2356,0.48,0.73,1.52,2024-06-20
M4A1 消音版,久经沙场,普通,35174,M4A1 消音型 | 北方森林,3020,0.22,0.44,2.0,2024-06-20
M4A1 消音版,破损不堪,普通,35176,M4A1 消音型 | 北方森林,228,0.2,0.44,2.2,2024-06-20
M4A1 消音版,战痕累累,普通,35172,M4A1 消音型 | 北方森林,412,0.19,0.44,2.32,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,921593,M4A1 消音型（StatTrak™） | 隐伏帝王龙,96,13.6,19.38,1.43,2024-06-20
M4A1 消音版,崭新出厂,普通,871262,M4A1 消音型 | 气泡流行,1312,13.6,18.14,1.33,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,886994,M4A1 消音型（StatTrak™） | 夜无眠,675,13.26,19.81,1.49,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,38816,M4A1 消音型（StatTrak™） | 闪回,281,12.7,18.8,1.48,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,38814,M4A1 消音型（StatTrak™） | 闪回,94,12.07,17.56,1.45,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,38818,M4A1 消音型（StatTrak™） | 闪回,88,11.33,17.2,1.52,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,886668,M4A1 消音型（StatTrak™） | 夜无眠,979,9.56,12.48,1.31,2024-06-20
M4A1 消音版,崭新出厂,普通,35173,M4A1 消音型 | 北方森林,215,9.39,13.06,1.39,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,921450,M4A1 消音型（StatTrak™） | 隐伏帝王龙,1053,8.97,12.85,1.43,2024-06-20
M4A1 消音版,略有磨损,普通,871468,M4A1 消音型 | 气泡流行,856,8.91,11.68,1.31,2024-06-20
M4A1 消音版,略有磨损,普通,35245,M4A1 消音型 | 氮化处理,3607,8.59,11.97,1.39,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,921589,M4A1 消音型（StatTrak™） | 隐伏帝王龙,169,7.99,11.39,1.43,2024-06-20
M4A1 消音版,崭新出厂,普通,35248,M4A1 消音型 | 多变迷彩,829,7.93,9.8,1.24,2024-06-20
M4A1 消音版,战痕累累,普通,887017,M4A1 消音型 | 夜无眠,4026,7.87,10.31,1.31,2024-06-20
M4A1 消音版,久经沙场,纪念品,929014,M4A1 消音型（纪念品） | 泥斑迷彩,286,7.84,11.39,1.45,2024-06-20
M4A1 消音版,崭新出厂,普通,886949,M4A1 消音型 | 夜无眠,2158,6.99,9.72,1.39,2024-06-20
M4A1 消音版,破损不堪,普通,871694,M4A1 消音型 | 气泡流行,114,6.73,8.78,1.3,2024-06-20
M4A1 消音版,略有磨损,普通,35250,M4A1 消音型 | 多变迷彩,648,6.45,8.35,1.29,2024-06-20
M4A1 消音版,久经沙场,普通,871121,M4A1 消音型 | 气泡流行,1022,6.39,8.71,1.36,2024-06-20
M4A1 消音版,战痕累累,普通,871487,M4A1 消音型 | 气泡流行,138,6.07,7.84,1.29,2024-06-20
M4A1 消音版,略有磨损,普通,921444,M4A1 消音型 | 隐伏帝王龙,4340,5.95,7.98,1.34,2024-06-20
M4A1 消音版,崭新出厂,普通,927335,M4A1 消音型 | 泥斑迷彩,729,5.82,7.33,1.26,2024-06-20
M4A1 消音版,破损不堪,普通,887042,M4A1 消音型 | 夜无眠,516,4.77,7.04,1.48,2024-06-20
M4A1 消音版,略有磨损,普通,35204,M4A1 消音型 | 闪回,707,4.34,6.17,1.42,2024-06-20
M4A1 消音版,久经沙场,普通,35249,M4A1 消音型 | 多变迷彩,707,3.89,5.44,1.4,2024-06-20
M4A1 消音版,战痕累累,普通,927346,M4A1 消音型 | 泥斑迷彩,1130,3.76,5.01,1.33,2024-06-20
M4A1 消音版,破损不堪,普通,921574,M4A1 消音型 | 隐伏帝王龙,285,3.48,5.15,1.48,2024-06-20
M4A1 消音版,略有磨损,普通,886650,M4A1 消音型 | 夜无眠,3538,3.09,4.57,1.48,2024-06-20
M4A1 消音版,久经沙场,普通,35244,M4A1 消音型 | 氮化处理,5996,2.7,3.77,1.4,2024-06-20
M4A1 消音版,破损不堪,普通,35251,M4A1 消音型 | 多变迷彩,117,2.66,3.41,1.28,2024-06-20
M4A1 消音版,久经沙场,普通,921435,M4A1 消音型 | 隐伏帝王龙,7947,2.33,3.41,1.46,2024-06-20
M4A1 消音版,战痕累累,普通,35247,M4A1 消音型 | 多变迷彩,109,2.28,2.61,1.14,2024-06-20
M4A1 消音版,破损不堪,普通,35246,M4A1 消音型 | 氮化处理,382,2.27,3.12,1.37,2024-06-20
M4A1 消音版,破损不堪,普通,927342,M4A1 消音型 | 泥斑迷彩,168,2.09,2.76,1.32,2024-06-20
M4A1 消音版,久经沙场,普通,35203,M4A1 消音型 | 闪回,1363,2.03,2.76,1.36,2024-06-20
M4A1 消音版,战痕累累,普通,921463,M4A1 消音型 | 隐伏帝王龙,1477,2.02,2.76,1.37,2024-06-20
M4A1 消音版,略有磨损,普通,927324,M4A1 消音型 | 泥斑迷彩,1002,2,2.9,1.45,2024-06-20
M4A1 消音版,久经沙场,普通,886642,M4A1 消音型 | 夜无眠,7360,1.91,2.83,1.48,2024-06-20
M4A1 消音版,破损不堪,普通,35205,M4A1 消音型 | 闪回,327,1.79,2.47,1.38,2024-06-20
M4A1 消音版,战痕累累,普通,35201,M4A1 消音型 | 闪回,288,1.78,2.54,1.43,2024-06-20
M4A1 消音版,战痕累累,普通,35242,M4A1 消音型 | 氮化处理,758,1.4,1.89,1.35,2024-06-20
M4A1 消音版,久经沙场,普通,927292,M4A1 消音型 | 泥斑迷彩,2080,1.3,1.96,1.51,2024-06-20
M4A1 消音版,略有磨损,普通,35175,M4A1 消音型 | 北方森林,2356,0.48,0.73,1.52,2024-06-20
M4A1 消音版,久经沙场,普通,35174,M4A1 消音型 | 北方森林,3020,0.22,0.44,2.0,2024-06-20
M4A1 消音版,破损不堪,普通,35176,M4A1 消音型 | 北方森林,228,0.2,0.44,2.2,2024-06-20
M4A1 消音版,战痕累累,普通,35172,M4A1 消音型 | 北方森林,412,0.19,0.44,2.32,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,921593,M4A1 消音型（StatTrak™） | 隐伏帝王龙,96,13.6,19.38,1.43,2024-06-20
M4A1 消音版,崭新出厂,普通,871262,M4A1 消音型 | 气泡流行,1313,13.5,18.14,1.34,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,886994,M4A1 消音型（StatTrak™） | 夜无眠,675,13.26,19.67,1.48,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,38816,M4A1 消音型（StatTrak™） | 闪回,281,12.7,18.8,1.48,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,38814,M4A1 消音型（StatTrak™） | 闪回,94,12.07,17.56,1.45,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,38818,M4A1 消音型（StatTrak™） | 闪回,88,11.33,17.2,1.52,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,886668,M4A1 消音型（StatTrak™） | 夜无眠,979,9.56,12.63,1.32,2024-06-20
M4A1 消音版,崭新出厂,普通,35173,M4A1 消音型 | 北方森林,215,9.39,13.14,1.4,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,921450,M4A1 消音型（StatTrak™） | 隐伏帝王龙,1053,8.97,12.85,1.43,2024-06-20
M4A1 消音版,略有磨损,普通,871468,M4A1 消音型 | 气泡流行,856,8.91,11.68,1.31,2024-06-20
M4A1 消音版,略有磨损,普通,35245,M4A1 消音型 | 氮化处理,3607,8.59,12.05,1.4,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,921589,M4A1 消音型（StatTrak™） | 隐伏帝王龙,169,7.99,11.39,1.43,2024-06-20
M4A1 消音版,崭新出厂,普通,35248,M4A1 消音型 | 多变迷彩,829,7.93,9.8,1.24,2024-06-20
M4A1 消音版,战痕累累,普通,887017,M4A1 消音型 | 夜无眠,4027,7.87,10.31,1.31,2024-06-20
M4A1 消音版,久经沙场,纪念品,929014,M4A1 消音型（纪念品） | 泥斑迷彩,286,7.84,11.39,1.45,2024-06-20
M4A1 消音版,崭新出厂,普通,886949,M4A1 消音型 | 夜无眠,2158,6.99,9.72,1.39,2024-06-20
M4A1 消音版,破损不堪,普通,871694,M4A1 消音型 | 气泡流行,114,6.73,8.78,1.3,2024-06-20
M4A1 消音版,略有磨损,普通,35250,M4A1 消音型 | 多变迷彩,647,6.46,8.35,1.29,2024-06-20
M4A1 消音版,久经沙场,普通,871121,M4A1 消音型 | 气泡流行,1022,6.39,8.71,1.36,2024-06-20
M4A1 消音版,战痕累累,普通,871487,M4A1 消音型 | 气泡流行,138,6.07,7.84,1.29,2024-06-20
M4A1 消音版,略有磨损,普通,921444,M4A1 消音型 | 隐伏帝王龙,4340,5.95,7.98,1.34,2024-06-20
M4A1 消音版,崭新出厂,普通,927335,M4A1 消音型 | 泥斑迷彩,729,5.82,8.78,1.51,2024-06-20
M4A1 消音版,破损不堪,普通,887042,M4A1 消音型 | 夜无眠,516,4.77,7.04,1.48,2024-06-20
M4A1 消音版,略有磨损,普通,35204,M4A1 消音型 | 闪回,708,4.34,6.17,1.42,2024-06-20
M4A1 消音版,久经沙场,普通,35249,M4A1 消音型 | 多变迷彩,707,3.89,5.44,1.4,2024-06-20
M4A1 消音版,战痕累累,普通,927346,M4A1 消音型 | 泥斑迷彩,1131,3.76,5.01,1.33,2024-06-20
M4A1 消音版,破损不堪,普通,921574,M4A1 消音型 | 隐伏帝王龙,285,3.48,5.15,1.48,2024-06-20
M4A1 消音版,略有磨损,普通,886650,M4A1 消音型 | 夜无眠,3538,3.09,4.28,1.39,2024-06-20
M4A1 消音版,久经沙场,普通,35244,M4A1 消音型 | 氮化处理,5997,2.69,3.77,1.4,2024-06-20
M4A1 消音版,破损不堪,普通,35251,M4A1 消音型 | 多变迷彩,117,2.66,3.41,1.28,2024-06-20
M4A1 消音版,久经沙场,普通,921435,M4A1 消音型 | 隐伏帝王龙,7949,2.31,3.34,1.45,2024-06-20
M4A1 消音版,战痕累累,普通,35247,M4A1 消音型 | 多变迷彩,109,2.28,2.61,1.14,2024-06-20
M4A1 消音版,破损不堪,普通,35246,M4A1 消音型 | 氮化处理,382,2.27,3.12,1.37,2024-06-20
M4A1 消音版,破损不堪,普通,927342,M4A1 消音型 | 泥斑迷彩,168,2.09,2.76,1.32,2024-06-20
M4A1 消音版,久经沙场,普通,35203,M4A1 消音型 | 闪回,1363,2.03,2.76,1.36,2024-06-20
M4A1 消音版,战痕累累,普通,921463,M4A1 消音型 | 隐伏帝王龙,1477,2.02,2.76,1.37,2024-06-20
M4A1 消音版,略有磨损,普通,927324,M4A1 消音型 | 泥斑迷彩,1002,2,2.9,1.45,2024-06-20
M4A1 消音版,久经沙场,普通,886642,M4A1 消音型 | 夜无眠,7359,1.91,2.83,1.48,2024-06-20
M4A1 消音版,破损不堪,普通,35205,M4A1 消音型 | 闪回,327,1.79,2.47,1.38,2024-06-20
M4A1 消音版,战痕累累,普通,35201,M4A1 消音型 | 闪回,288,1.78,2.54,1.43,2024-06-20
M4A1 消音版,战痕累累,普通,35242,M4A1 消音型 | 氮化处理,758,1.4,1.96,1.4,2024-06-20
M4A1 消音版,久经沙场,普通,927292,M4A1 消音型 | 泥斑迷彩,2080,1.3,1.89,1.45,2024-06-20
M4A1 消音版,略有磨损,普通,35175,M4A1 消音型 | 北方森林,2356,0.48,0.73,1.52,2024-06-20
M4A1 消音版,久经沙场,普通,35174,M4A1 消音型 | 北方森林,3020,0.22,0.44,2.0,2024-06-20
M4A1 消音版,破损不堪,普通,35176,M4A1 消音型 | 北方森林,228,0.2,0.44,2.2,2024-06-20
M4A1 消音版,战痕累累,普通,35172,M4A1 消音型 | 北方森林,412,0.19,0.44,2.32,2024-06-20
