G3SG1,战痕累累,纪念品,37658,G3SG1（纪念品） | 多变迷彩,3,4565.39,1815.01,0.4,2024-06-16
G3SG1,战痕累累,普通,34844,G3SG1 | 丛林虚线,287,0.03,0.22,7.33,2024-06-20
G3SG1,破损不堪,普通,34830,G3SG1 | 沙漠风暴,246,0.03,0.22,7.33,2024-06-20
G3SG1,久经沙场,普通,34828,G3SG1 | 沙漠风暴,929,0.03,0.22,7.33,2024-06-20
G3SG1,破损不堪,普通,34848,G3SG1 | 丛林虚线,134,0.03,0.22,7.33,2024-06-20
G3SG1,久经沙场,普通,34846,G3SG1 | 丛林虚线,1512,0.03,0.22,7.33,2024-06-20
G3SG1,战痕累累,普通,34826,G3SG1 | 沙漠风暴,176,0.03,0.22,7.33,2024-06-20
G3SG1,战痕累累,纪念品,37658,G3SG1（纪念品） | 多变迷彩,3,4565.39,1823.64,0.4,2024-06-20
G3SG1,崭新出厂,纪念品,37659,G3SG1（纪念品） | 多变迷彩,5,1799.5,2177.22,1.21,2024-06-20
G3SG1,崭新出厂,普通,34812,G3SG1 | 柯罗诺斯,16,1763.48,2422.52,1.37,2024-06-20
G3SG1,略有磨损,普通,34814,G3SG1 | 柯罗诺斯,2,1649.49,2444.0,1.48,2024-06-20
G3SG1,战痕累累,普通,34804,G3SG1 | 极寒迷彩,1,888.38,60.16,0.07,2024-06-20
G3SG1,崭新出厂,普通,34805,G3SG1 | 极寒迷彩,2,588.5,838.16,1.42,2024-06-20
G3SG1,略有磨损,纪念品,37661,G3SG1（纪念品） | 多变迷彩,5,359.4,517.16,1.44,2024-06-20
G3SG1,崭新出厂,StatTrak™,38613,G3SG1（StatTrak™） | 弗卢克斯,24,358.49,552.07,1.54,2024-06-20
G3SG1,略有磨损,StatTrak™,38637,G3SG1（StatTrak™） | 行刑者,7,338.49,397.63,1.17,2024-06-20
G3SG1,崭新出厂,StatTrak™,38608,G3SG1（StatTrak™） | 丰饶女神,6,279.5,441.61,1.58,2024-06-20
G3SG1,崭新出厂,普通,776030,G3SG1 | 穆拉诺之紫,15,249.5,266.64,1.07,2024-06-20
G3SG1,略有磨损,纪念品,37646,G3SG1（纪念品） | 丛林虚线,3,248.5,75.26,0.3,2024-06-20
G3SG1,战痕累累,普通,871533,G3SG1 | 碧藤青翠,5,199.5,246.24,1.23,2024-06-20
G3SG1,战痕累累,普通,776501,G3SG1 | 穆拉诺之紫,7,199.5,258.0,1.29,2024-06-20
G3SG1,略有磨损,普通,775952,G3SG1 | 穆拉诺之紫,10,189.5,253.79,1.34,2024-06-20
G3SG1,久经沙场,普通,775732,G3SG1 | 穆拉诺之紫,11,189.5,264.39,1.4,2024-06-20
G3SG1,略有磨损,StatTrak™,38615,G3SG1（StatTrak™） | 弗卢克斯,17,184.5,233.83,1.27,2024-06-20
G3SG1,破损不堪,普通,775888,G3SG1 | 穆拉诺之紫,3,181,449.81,2.49,2024-06-20
G3SG1,破损不堪,StatTrak™,38616,G3SG1（StatTrak™） | 弗卢克斯,5,179.5,159.81,0.89,2024-06-20
G3SG1,破损不堪,普通,871541,G3SG1 | 碧藤青翠,6,178.5,313.81,1.76,2024-06-20
G3SG1,崭新出厂,普通,871172,G3SG1 | 碧藤青翠,48,153.5,205.02,1.34,2024-06-20
G3SG1,略有磨损,普通,871466,G3SG1 | 碧藤青翠,15,151.74,196.31,1.29,2024-06-20
G3SG1,久经沙场,纪念品,37660,G3SG1（纪念品） | 多变迷彩,2,150,216.27,1.44,2024-06-20
G3SG1,久经沙场,普通,871191,G3SG1 | 碧藤青翠,22,149.5,195.8,1.31,2024-06-20
G3SG1,崭新出厂,纪念品,37649,G3SG1（纪念品） | 极地迷彩,13,149.5,217.65,1.46,2024-06-20
G3SG1,崭新出厂,普通,34832,G3SG1 | 弗卢克斯,78,125.65,168.73,1.34,2024-06-20
G3SG1,久经沙场,StatTrak™,38614,G3SG1（StatTrak™） | 弗卢克斯,33,114,148.78,1.31,2024-06-20
G3SG1,崭新出厂,纪念品,37639,G3SG1（纪念品） | 沙漠风暴,11,99.87,99.86,1.0,2024-06-20
G3SG1,崭新出厂,普通,34822,G3SG1 | 丰饶女神,5,99.2,135.42,1.37,2024-06-20
G3SG1,略有磨损,普通,34807,G3SG1 | 极寒迷彩,1,96.67,109.15,1.13,2024-06-20
G3SG1,战痕累累,StatTrak™,38612,G3SG1（StatTrak™） | 弗卢克斯,5,84.9,106.97,1.26,2024-06-20
G3SG1,战痕累累,纪念品,37643,G3SG1（纪念品） | 丛林虚线,2,71.8,88.83,1.24,2024-06-20
G3SG1,略有磨损,普通,34834,G3SG1 | 弗卢克斯,103,69.9,94.78,1.36,2024-06-20
G3SG1,破损不堪,纪念品,37647,G3SG1（纪念品） | 丛林虚线,4,61.68,64.88,1.05,2024-06-20
G3SG1,略有磨损,StatTrak™,38610,G3SG1（StatTrak™） | 丰饶女神,19,60.36,85.2,1.41,2024-06-20
G3SG1,崭新出厂,普通,34817,G3SG1 | 雇佣兵,6,60.13,85.78,1.43,2024-06-20
G3SG1,略有磨损,普通,34879,G3SG1 | 行刑者,23,57.72,73.01,1.26,2024-06-20
G3SG1,破损不堪,普通,34825,G3SG1 | 丰饶女神,19,55.54,72.43,1.3,2024-06-20
G3SG1,久经沙场,普通,34806,G3SG1 | 极寒迷彩,11,53.9,71.78,1.33,2024-06-20
G3SG1,略有磨损,普通,34824,G3SG1 | 丰饶女神,22,53.89,73.59,1.37,2024-06-20
G3SG1,久经沙场,普通,34823,G3SG1 | 丰饶女神,18,52.35,67.13,1.28,2024-06-20
G3SG1,战痕累累,普通,34821,G3SG1 | 丰饶女神,17,51.29,66.26,1.29,2024-06-20
G3SG1,战痕累累,普通,34816,G3SG1 | 雇佣兵,4,49.9,32.88,0.66,2024-06-20
G3SG1,破损不堪,普通,34808,G3SG1 | 极寒迷彩,3,49.54,59.58,1.2,2024-06-20
G3SG1,久经沙场,普通,34833,G3SG1 | 弗卢克斯,59,49.11,63.79,1.3,2024-06-20
G3SG1,崭新出厂,纪念品,37654,G3SG1（纪念品） | 狩猎网格,27,46.36,77.0,1.66,2024-06-20
G3SG1,崭新出厂,StatTrak™,759230,G3SG1（StatTrak™） | 公海,90,43.9,56.17,1.28,2024-06-20
G3SG1,破损不堪,StatTrak™,38611,G3SG1（StatTrak™） | 丰饶女神,4,43.59,50.73,1.16,2024-06-20
G3SG1,久经沙场,StatTrak™,38609,G3SG1（StatTrak™） | 丰饶女神,47,43.44,58.49,1.35,2024-06-20
G3SG1,崭新出厂,StatTrak™,38604,G3SG1（StatTrak™） | 碧蓝斑纹,35,43.08,59.66,1.38,2024-06-20
G3SG1,略有磨损,StatTrak™,38606,G3SG1（StatTrak™） | 碧蓝斑纹,31,43.02,46.81,1.09,2024-06-20
G3SG1,久经沙场,StatTrak™,38605,G3SG1（StatTrak™） | 碧蓝斑纹,18,42.69,47.54,1.11,2024-06-20
G3SG1,崭新出厂,普通,34868,G3SG1 | 狩猎网格,21,41.92,51.6,1.23,2024-06-20
G3SG1,破损不堪,普通,34835,G3SG1 | 弗卢克斯,13,41.81,56.32,1.35,2024-06-20
G3SG1,战痕累累,普通,34831,G3SG1 | 弗卢克斯,12,40.69,47.61,1.17,2024-06-20
G3SG1,破损不堪,普通,835724,G3SG1 | 远古仪式,1,39.9,30.99,0.78,2024-06-20
G3SG1,战痕累累,StatTrak™,38607,G3SG1（StatTrak™） | 丰饶女神,5,36.42,54.5,1.5,2024-06-20
G3SG1,略有磨损,普通,34870,G3SG1 | 狩猎网格,12,36.37,33.38,0.92,2024-06-20
G3SG1,久经沙场,纪念品,37645,G3SG1（纪念品） | 丛林虚线,31,32.6,47.97,1.47,2024-06-20
G3SG1,崭新出厂,普通,34858,G3SG1 | 日式橙色涂装,42,29.89,38.75,1.3,2024-06-20
G3SG1,略有磨损,普通,835567,G3SG1 | 远古仪式,15,29.1,32.8,1.13,2024-06-20
G3SG1,崭新出厂,普通,835755,G3SG1 | 远古仪式,12,28.59,32.95,1.15,2024-06-20
G3SG1,久经沙场,普通,835641,G3SG1 | 远古仪式,24,27.34,32.51,1.19,2024-06-20
G3SG1,战痕累累,普通,835678,G3SG1 | 远古仪式,11,26.35,32.51,1.23,2024-06-20
G3SG1,略有磨损,普通,34860,G3SG1 | 日式橙色涂装,20,24.28,28.01,1.15,2024-06-20
G3SG1,破损不堪,普通,34820,G3SG1 | 雇佣兵,3,24.2,26.27,1.09,2024-06-20
G3SG1,崭新出厂,StatTrak™,871759,G3SG1（StatTrak™） | 特训地图,31,22.25,33.38,1.5,2024-06-20
G3SG1,略有磨损,StatTrak™,759296,G3SG1（StatTrak™） | 公海,62,22.08,30.92,1.4,2024-06-20
G3SG1,战痕累累,普通,34857,G3SG1 | 日式橙色涂装,13,21.8,26.49,1.22,2024-06-20
G3SG1,战痕累累,StatTrak™,38635,G3SG1（StatTrak™） | 行刑者,13,20.8,22.79,1.1,2024-06-20
G3SG1,久经沙场,StatTrak™,38636,G3SG1（StatTrak™） | 行刑者,87,20.4,26.71,1.31,2024-06-20
G3SG1,崭新出厂,StatTrak™,775486,G3SG1（StatTrak™） | 黑砂,37,20.21,36.43,1.8,2024-06-20
G3SG1,破损不堪,普通,34861,G3SG1 | 日式橙色涂装,16,20.11,25.04,1.25,2024-06-20
G3SG1,破损不堪,StatTrak™,43993,G3SG1（StatTrak™） | 行刑者,8,19.88,20.47,1.03,2024-06-20
G3SG1,久经沙场,普通,34859,G3SG1 | 日式橙色涂装,45,19.82,26.78,1.35,2024-06-20
G3SG1,崭新出厂,普通,759253,G3SG1 | 公海,169,19.57,25.18,1.29,2024-06-20
G3SG1,崭新出厂,StatTrak™,763393,G3SG1（StatTrak™） | 净化者,40,19.36,26.71,1.38,2024-06-20
G3SG1,崭新出厂,StatTrak™,38631,G3SG1（StatTrak™） | 毒刺,74,18,27.65,1.54,2024-06-20
G3SG1,破损不堪,普通,34871,G3SG1 | 狩猎网格,24,17.86,28.59,1.6,2024-06-20
G3SG1,久经沙场,普通,34869,G3SG1 | 狩猎网格,21,17.23,20.83,1.21,2024-06-20
G3SG1,战痕累累,StatTrak™,887047,G3SG1（StatTrak™） | 梦之林地,67,1.93,2.9,1.5,2024-06-20
G3SG1,崭新出厂,纪念品,877203,G3SG1（纪念品） | 碧藤青翠,182,1.8,2.61,1.45,2024-06-20
G3SG1,崭新出厂,纪念品,877050,G3SG1（纪念品） | 远古仪式,78,1.8,2.03,1.13,2024-06-20
G3SG1,久经沙场,普通,34874,G3SG1 | 毒刺,254,1.77,2.69,1.52,2024-06-20
G3SG1,破损不堪,普通,34876,G3SG1 | 毒刺,22,1.76,2.47,1.4,2024-06-20
G3SG1,略有磨损,StatTrak™,38640,G3SG1（StatTrak™） | 通风机,101,1.73,2.32,1.34,2024-06-20
G3SG1,战痕累累,普通,34872,G3SG1 | 毒刺,34,1.66,2.47,1.49,2024-06-20
G3SG1,崭新出厂,普通,34886,G3SG1 | 通风机,190,1.58,1.67,1.06,2024-06-20
G3SG1,略有磨损,StatTrak™,38620,G3SG1（StatTrak™） | 猎人,95,1.56,2.32,1.49,2024-06-20
G3SG1,破损不堪,纪念品,37642,G3SG1（纪念品） | 沙漠风暴,37,1.48,1.89,1.28,2024-06-20
G3SG1,崭新出厂,普通,34840,G3SG1 | 猎人,116,1.48,2.25,1.52,2024-06-20
G3SG1,破损不堪,StatTrak™,38629,G3SG1（StatTrak™） | 橙光冲击,13,1.41,1.45,1.03,2024-06-20
G3SG1,略有磨损,纪念品,37656,G3SG1（纪念品） | 狩猎网格,206,1.39,2.03,1.46,2024-06-20
G3SG1,崭新出厂,普通,34853,G3SG1 | 橙光冲击,286,1.35,1.89,1.4,2024-06-20
G3SG1,久经沙场,普通,886679,G3SG1 | 梦之林地,1529,1.32,1.74,1.32,2024-06-20
G3SG1,战痕累累,普通,886988,G3SG1 | 梦之林地,272,1.21,1.74,1.44,2024-06-20
G3SG1,破损不堪,普通,886979,G3SG1 | 梦之林地,488,1.2,1.74,1.45,2024-06-20
G3SG1,战痕累累,纪念品,37653,G3SG1（纪念品） | 狩猎网格,93,1.14,1.52,1.33,2024-06-20
G3SG1,破损不堪,纪念品,37657,G3SG1（纪念品） | 狩猎网格,62,1.12,1.16,1.04,2024-06-20
G3SG1,战痕累累,纪念品,37638,G3SG1（纪念品） | 沙漠风暴,102,1,1.31,1.31,2024-06-20
G3SG1,战痕累累,StatTrak™,38625,G3SG1（StatTrak™） | 橙光冲击,27,0.91,1.67,1.84,2024-06-20
G3SG1,略有磨损,纪念品,877178,G3SG1（纪念品） | 碧藤青翠,94,0.88,1.23,1.4,2024-06-20
G3SG1,久经沙场,StatTrak™,38627,G3SG1（StatTrak™） | 橙光冲击,115,0.85,1.31,1.54,2024-06-20
G3SG1,破损不堪,StatTrak™,38641,G3SG1（StatTrak™） | 通风机,11,0.74,1.09,1.47,2024-06-20
G3SG1,崭新出厂,普通,34863,G3SG1 | 极地迷彩,205,0.71,0.94,1.32,2024-06-20
G3SG1,久经沙场,StatTrak™,38619,G3SG1（StatTrak™） | 猎人,116,0.71,1.09,1.54,2024-06-20
G3SG1,久经沙场,纪念品,37655,G3SG1（纪念品） | 狩猎网格,453,0.7,0.94,1.34,2024-06-20
G3SG1,略有磨损,普通,34842,G3SG1 | 猎人,182,0.72,1.02,1.42,2024-06-20
G3SG1,崭新出厂,普通,34836,G3SG1 | 绿苹果,1306,0.79,1.09,1.38,2024-06-20
G3SG1,久经沙场,StatTrak™,38639,G3SG1（StatTrak™） | 通风机,128,0.67,1.09,1.63,2024-06-20
G3SG1,略有磨损,普通,34855,G3SG1 | 橙光冲击,283,0.67,0.94,1.4,2024-06-20
G3SG1,久经沙场,纪念品,37640,G3SG1（纪念品） | 沙漠风暴,369,0.65,0.87,1.34,2024-06-20
G3SG1,略有磨损,普通,34888,G3SG1 | 通风机,235,0.61,0.87,1.43,2024-06-20
G3SG1,破损不堪,纪念品,877034,G3SG1（纪念品） | 远古仪式,24,0.59,0.94,1.59,2024-06-20
G3SG1,崭新出厂,普通,34882,G3SG1 | 多变迷彩,277,0.56,0.8,1.43,2024-06-20
G3SG1,战痕累累,纪念品,877190,G3SG1（纪念品） | 碧藤青翠,25,0.55,1.02,1.85,2024-06-20
G3SG1,战痕累累,StatTrak™,38617,G3SG1（StatTrak™） | 猎人,44,0.55,0.87,1.58,2024-06-20
G3SG1,破损不堪,StatTrak™,38621,G3SG1（StatTrak™） | 猎人,36,0.53,0.94,1.77,2024-06-20
G3SG1,略有磨损,普通,34838,G3SG1 | 绿苹果,815,0.56,0.8,1.43,2024-06-20
G3SG1,久经沙场,普通,34887,G3SG1 | 通风机,202,0.47,0.8,1.7,2024-06-20
G3SG1,破损不堪,普通,34889,G3SG1 | 通风机,22,0.46,0.8,1.74,2024-06-20
G3SG1,破损不堪,普通,34856,G3SG1 | 橙光冲击,48,0.46,0.87,1.89,2024-06-20
G3SG1,崭新出厂,普通,34845,G3SG1 | 丛林虚线,133,0.46,0.58,1.26,2024-06-20
G3SG1,崭新出厂,普通,34827,G3SG1 | 沙漠风暴,142,0.46,0.58,1.26,2024-06-20
G3SG1,久经沙场,纪念品,877142,G3SG1（纪念品） | 碧藤青翠,148,0.45,0.87,1.93,2024-06-20
G3SG1,久经沙场,普通,34837,G3SG1 | 绿苹果,144,0.45,0.65,1.44,2024-06-20
G3SG1,略有磨损,纪念品,877039,G3SG1（纪念品） | 远古仪式,163,0.44,0.58,1.32,2024-06-20
G3SG1,略有磨损,普通,34884,G3SG1 | 多变迷彩,215,0.43,0.58,1.35,2024-06-20
G3SG1,久经沙场,普通,34854,G3SG1 | 橙光冲击,174,0.44,0.8,1.82,2024-06-20
G3SG1,久经沙场,普通,34841,G3SG1 | 猎人,203,0.4,0.65,1.62,2024-06-20
G3SG1,战痕累累,普通,34852,G3SG1 | 橙光冲击,26,0.38,0.65,1.71,2024-06-20
G3SG1,破损不堪,普通,34885,G3SG1 | 多变迷彩,38,0.3,0.51,1.7,2024-06-20
G3SG1,久经沙场,普通,34883,G3SG1 | 多变迷彩,425,0.3,0.51,1.7,2024-06-20
G3SG1,战痕累累,普通,34881,G3SG1 | 多变迷彩,48,0.3,0.44,1.47,2024-06-20
G3SG1,破损不堪,普通,34843,G3SG1 | 猎人,81,0.23,0.51,2.22,2024-06-20
G3SG1,战痕累累,普通,34839,G3SG1 | 猎人,100,0.22,0.44,2.0,2024-06-20
G3SG1,久经沙场,纪念品,877027,G3SG1（纪念品） | 远古仪式,209,0.21,0.29,1.38,2024-06-20
G3SG1,战痕累累,纪念品,877010,G3SG1（纪念品） | 远古仪式,70,0.17,0.29,1.71,2024-06-20
G3SG1,略有磨损,普通,34865,G3SG1 | 极地迷彩,675,0.1,0.29,2.9,2024-06-20
G3SG1,久经沙场,普通,34864,G3SG1 | 极地迷彩,1064,0.06,0.29,4.83,2024-06-20
G3SG1,略有磨损,普通,34829,G3SG1 | 沙漠风暴,354,0.06,0.22,3.67,2024-06-20
G3SG1,破损不堪,普通,34866,G3SG1 | 极地迷彩,138,0.05,0.22,4.4,2024-06-20
G3SG1,战痕累累,普通,34862,G3SG1 | 极地迷彩,177,0.05,0.22,4.4,2024-06-20
G3SG1,略有磨损,普通,34847,G3SG1 | 丛林虚线,520,0.05,0.22,4.4,2024-06-20
G3SG1,战痕累累,普通,34844,G3SG1 | 丛林虚线,287,0.03,0.22,7.33,2024-06-20
G3SG1,破损不堪,普通,34830,G3SG1 | 沙漠风暴,246,0.03,0.22,7.33,2024-06-20
G3SG1,久经沙场,普通,34828,G3SG1 | 沙漠风暴,929,0.03,0.22,7.33,2024-06-20
G3SG1,破损不堪,普通,34848,G3SG1 | 丛林虚线,134,0.03,0.22,7.33,2024-06-20
G3SG1,久经沙场,普通,34846,G3SG1 | 丛林虚线,1512,0.03,0.22,7.33,2024-06-20
G3SG1,战痕累累,普通,34826,G3SG1 | 沙漠风暴,176,0.03,0.22,7.33,2024-06-20
